number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
133,0.34252000000000005,2025-06-05 03:33:05.926639,2025-06-05 03:48:14.865943,0 days 00:15:08.939304000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
134,0.36832000000000004,2025-06-05 03:48:14.896629,2025-06-05 04:03:24.083196,0 days 00:15:09.186567000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
135,0.28802,2025-06-05 04:03:24.113455,2025-06-05 04:18:33.435559,0 days 00:15:09.322104000,128,1.0,0.01,0.0001,10,500,512,COMPLETE
136,0.42482000000000003,2025-06-05 04:18:33.465546,2025-06-05 04:33:42.408411,0 days 00:15:08.942865000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
137,0.32006,2025-06-05 04:33:42.438907,2025-06-05 04:42:50.723456,0 days 00:09:08.284549000,64,0.01,0.01,0.001,15,500,512,COMPLETE
138,0.38322000000000006,2025-06-05 04:42:50.754732,2025-06-05 04:57:59.518079,0 days 00:15:08.763347000,128,0.01,0.01,0.0001,10,500,512,COMPLETE
139,0.24036000000000002,2025-06-05 04:57:59.549000,2025-06-05 05:00:31.831972,0 days 00:02:32.282972000,128,0.1,0.5,0.001,10,500,128,COMPLETE
140,0.21860000000000002,2025-06-05 05:00:31.863206,2025-06-05 06:28:39.159739,0 days 01:28:07.296533000,128,0.01,0.01,0.1,10,3000,512,COMPLETE
141,0.35692,2025-06-05 06:28:39.191274,2025-06-05 06:43:47.389467,0 days 00:15:08.198193000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
142,0.32256,2025-06-05 06:43:47.420805,2025-06-05 06:58:53.683618,0 days 00:15:06.262813000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
143,0.28836,2025-06-05 06:58:53.715554,2025-06-05 07:14:00.203980,0 days 00:15:06.488426000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
144,0.32858,2025-06-05 07:14:00.235894,2025-06-05 07:29:06.465153,0 days 00:15:06.229259000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
145,0.4152,2025-06-05 07:29:06.496681,2025-06-05 07:44:14.194517,0 days 00:15:07.697836000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
146,0.27442000000000005,2025-06-05 07:44:14.226445,2025-06-05 07:49:40.325034,0 days 00:05:26.098589000,128,0.01,0.01,0.001,10,500,256,COMPLETE
147,0.26928,2025-06-05 07:49:40.357477,2025-06-05 08:04:47.386433,0 days 00:15:07.028956000,128,0.01,1.0,0.0001,10,500,512,COMPLETE
148,0.36462,2025-06-05 08:04:47.419299,2025-06-05 10:34:54.256122,0 days 02:30:06.836823000,128,0.1,0.01,0.001,10,5000,512,COMPLETE
149,0.3086,2025-06-05 10:34:54.288786,2025-06-05 10:36:26.855279,0 days 00:01:32.566493000,128,0.01,0.01,0.001,10,500,64,COMPLETE
